year,quarter,sex,age,acf,population,hiv,n,hiv_prev,hivpop,period,acfperiod
2009,1,males,30-39,Non-ACF,35539,,8,0.166,,apre-ACF,Non-ACF.apre-ACF
2009,1,males,30-39,Non-ACF,35539,a) HIV-negative,2,0.166,29639.526,apre-ACF,Non-ACF.apre-ACF
2009,1,males,30-39,Non-ACF,35539,b) HIV-positive,10,0.166,5899.474,apre-ACF,Non-ACF.apre-ACF
2009,2,males,30-39,Non-ACF,35749,,7,0.166,,apre-ACF,Non-ACF.apre-ACF
2009,2,males,30-39,Non-ACF,35749,a) HIV-negative,4,0.166,29814.666,apre-ACF,Non-ACF.apre-ACF
2009,2,males,30-39,Non-ACF,35749,b) HIV-positive,25,0.166,5934.334,apre-ACF,Non-ACF.apre-ACF
2009,3,males,30-39,Non-ACF,35958,,14,0.166,,apre-ACF,Non-ACF.apre-ACF
2009,3,males,30-39,Non-ACF,35958,a) HIV-negative,8,0.166,29988.972,apre-ACF,Non-ACF.apre-ACF
2009,3,males,30-39,Non-ACF,35958,b) HIV-positive,23,0.166,5969.028,apre-ACF,Non-ACF.apre-ACF
2009,4,males,30-39,Non-ACF,36167,,4,0.166,,apre-ACF,Non-ACF.apre-ACF
2009,4,males,30-39,Non-ACF,36167,a) HIV-negative,17,0.166,30163.278,apre-ACF,Non-ACF.apre-ACF
2009,4,males,30-39,Non-ACF,36167,b) HIV-positive,18,0.166,6003.722,apre-ACF,Non-ACF.apre-ACF
2010,1,males,30-39,Non-ACF,36376,,12,0.166,,apre-ACF,Non-ACF.apre-ACF
2010,1,males,30-39,Non-ACF,36376,a) HIV-negative,8,0.166,30337.584,apre-ACF,Non-ACF.apre-ACF
2010,1,males,30-39,Non-ACF,36376,b) HIV-positive,20,0.166,6038.416,apre-ACF,Non-ACF.apre-ACF
2010,2,males,30-39,Non-ACF,36586,,5,0.166,,apre-ACF,Non-ACF.apre-ACF
2010,2,males,30-39,Non-ACF,36586,a) HIV-negative,2,0.166,30512.724,apre-ACF,Non-ACF.apre-ACF
2010,2,males,30-39,Non-ACF,36586,b) HIV-positive,12,0.166,6073.276,apre-ACF,Non-ACF.apre-ACF
2010,3,males,30-39,Non-ACF,36796,,8,0.166,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,30-39,Non-ACF,36796,a) HIV-negative,10,0.166,30687.864,apre-ACF,Non-ACF.apre-ACF
2010,3,males,30-39,Non-ACF,36796,b) HIV-positive,28,0.166,6108.136,apre-ACF,Non-ACF.apre-ACF
2010,4,males,30-39,Non-ACF,37005,,6,0.166,,apre-ACF,Non-ACF.apre-ACF
2010,4,males,30-39,Non-ACF,37005,a) HIV-negative,5,0.166,30862.17,apre-ACF,Non-ACF.apre-ACF
2010,4,males,30-39,Non-ACF,37005,b) HIV-positive,21,0.166,6142.83,apre-ACF,Non-ACF.apre-ACF
2011,1,males,30-39,Non-ACF,37215,,10,0.166,,apre-ACF,Non-ACF.apre-ACF
2011,1,males,30-39,Non-ACF,37215,a) HIV-negative,6,0.166,31037.31,apre-ACF,Non-ACF.apre-ACF
2011,1,males,30-39,Non-ACF,37215,b) HIV-positive,13,0.166,6177.69,apre-ACF,Non-ACF.apre-ACF
2011,2,males,30-39,Non-ACF,37424,,5,0.166,,bACF,Non-ACF.bACF
2011,2,males,30-39,Non-ACF,37424,a) HIV-negative,5,0.166,31211.616,bACF,Non-ACF.bACF
2011,2,males,30-39,Non-ACF,37424,b) HIV-positive,16,0.166,6212.384,bACF,Non-ACF.bACF
2011,3,males,30-39,Non-ACF,37634,,9,0.166,,bACF,Non-ACF.bACF
2011,3,males,30-39,Non-ACF,37634,a) HIV-negative,2,0.166,31386.756,bACF,Non-ACF.bACF
2011,3,males,30-39,Non-ACF,37634,b) HIV-positive,27,0.166,6247.244,bACF,Non-ACF.bACF
2011,4,males,30-39,Non-ACF,37844,,5,0.166,,bACF,Non-ACF.bACF
2011,4,males,30-39,Non-ACF,37844,a) HIV-negative,7,0.166,31561.896,bACF,Non-ACF.bACF
2011,4,males,30-39,Non-ACF,37844,b) HIV-positive,25,0.166,6282.104,bACF,Non-ACF.bACF
2012,1,males,30-39,Non-ACF,38053,,3,0.166,,bACF,Non-ACF.bACF
2012,1,males,30-39,Non-ACF,38053,a) HIV-negative,10,0.166,31736.202,bACF,Non-ACF.bACF
2012,1,males,30-39,Non-ACF,38053,b) HIV-positive,20,0.166,6316.798,bACF,Non-ACF.bACF
2012,2,males,30-39,Non-ACF,38262,,5,0.166,,bACF,Non-ACF.bACF
2012,2,males,30-39,Non-ACF,38262,a) HIV-negative,7,0.166,31910.508,bACF,Non-ACF.bACF
2012,2,males,30-39,Non-ACF,38262,b) HIV-positive,27,0.166,6351.492,bACF,Non-ACF.bACF
2012,3,males,30-39,Non-ACF,38471,,5,0.166,,bACF,Non-ACF.bACF
2012,3,males,30-39,Non-ACF,38471,a) HIV-negative,12,0.166,32084.814,bACF,Non-ACF.bACF
2012,3,males,30-39,Non-ACF,38471,b) HIV-positive,30,0.166,6386.186,bACF,Non-ACF.bACF
2012,4,males,30-39,Non-ACF,38681,,6,0.166,,bACF,Non-ACF.bACF
2012,4,males,30-39,Non-ACF,38681,a) HIV-negative,11,0.166,32259.954,bACF,Non-ACF.bACF
2012,4,males,30-39,Non-ACF,38681,b) HIV-positive,36,0.166,6421.046,bACF,Non-ACF.bACF
2013,1,males,30-39,Non-ACF,38891,,8,0.166,,bACF,Non-ACF.bACF
2013,1,males,30-39,Non-ACF,38891,a) HIV-negative,10,0.166,32435.094,bACF,Non-ACF.bACF
2013,1,males,30-39,Non-ACF,38891,b) HIV-positive,21,0.166,6455.906,bACF,Non-ACF.bACF
2013,2,males,30-39,Non-ACF,39100,,2,0.166,,bACF,Non-ACF.bACF
2013,2,males,30-39,Non-ACF,39100,a) HIV-negative,7,0.166,32609.4,bACF,Non-ACF.bACF
2013,2,males,30-39,Non-ACF,39100,b) HIV-positive,32,0.166,6490.6,bACF,Non-ACF.bACF
2013,3,males,30-39,Non-ACF,39309,,3,0.166,,bACF,Non-ACF.bACF
2013,3,males,30-39,Non-ACF,39309,a) HIV-negative,9,0.166,32783.706,bACF,Non-ACF.bACF
2013,3,males,30-39,Non-ACF,39309,b) HIV-positive,17,0.166,6525.294,bACF,Non-ACF.bACF
2013,4,males,30-39,Non-ACF,39519,,3,0.166,,bACF,Non-ACF.bACF
2013,4,males,30-39,Non-ACF,39519,a) HIV-negative,8,0.166,32958.846,bACF,Non-ACF.bACF
2013,4,males,30-39,Non-ACF,39519,b) HIV-positive,15,0.166,6560.154,bACF,Non-ACF.bACF
2014,1,males,30-39,Non-ACF,39729,,3,0.166,,bACF,Non-ACF.bACF
2014,1,males,30-39,Non-ACF,39729,a) HIV-negative,15,0.166,33133.986,bACF,Non-ACF.bACF
2014,1,males,30-39,Non-ACF,39729,b) HIV-positive,29,0.166,6595.014,bACF,Non-ACF.bACF
2014,2,males,30-39,Non-ACF,39938,,5,0.166,,bACF,Non-ACF.bACF
2014,2,males,30-39,Non-ACF,39938,a) HIV-negative,14,0.166,33308.292,bACF,Non-ACF.bACF
2014,2,males,30-39,Non-ACF,39938,b) HIV-positive,28,0.166,6629.708,bACF,Non-ACF.bACF
2014,3,males,30-39,Non-ACF,40147,,4,0.166,,bACF,Non-ACF.bACF
2014,3,males,30-39,Non-ACF,40147,a) HIV-negative,14,0.166,33482.598,bACF,Non-ACF.bACF
2014,3,males,30-39,Non-ACF,40147,b) HIV-positive,28,0.166,6664.402,bACF,Non-ACF.bACF
2014,4,males,30-39,Non-ACF,40356,,1,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,30-39,Non-ACF,40356,a) HIV-negative,7,0.166,33656.904,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,30-39,Non-ACF,40356,b) HIV-positive,26,0.166,6699.096,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,30-39,Non-ACF,40566,,5,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,30-39,Non-ACF,40566,a) HIV-negative,6,0.166,33832.044,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,30-39,Non-ACF,40566,b) HIV-positive,30,0.166,6733.956,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,30-39,Non-ACF,40776,,4,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,30-39,Non-ACF,40776,a) HIV-negative,12,0.166,34007.184,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,30-39,Non-ACF,40776,b) HIV-positive,25,0.166,6768.816,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,30-39,Non-ACF,40985,,3,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,30-39,Non-ACF,40985,a) HIV-negative,8,0.166,34181.49,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,30-39,Non-ACF,40985,b) HIV-positive,27,0.166,6803.51,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,30-39,Non-ACF,41194,,2,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,30-39,Non-ACF,41194,a) HIV-negative,12,0.166,34355.796,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,30-39,Non-ACF,41194,b) HIV-positive,27,0.166,6838.204,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,30-39,Non-ACF,41404,a) HIV-negative,11,0.166,34530.936,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,30-39,Non-ACF,41404,b) HIV-positive,24,0.166,6873.064,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,30-39,Non-ACF,41614,,1,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,30-39,Non-ACF,41614,a) HIV-negative,9,0.166,34706.076,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,30-39,Non-ACF,41614,b) HIV-positive,31,0.166,6907.924,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,30-39,Non-ACF,41824,,1,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,30-39,Non-ACF,41824,a) HIV-negative,14,0.166,34881.216,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,30-39,Non-ACF,41824,b) HIV-positive,33,0.166,6942.784,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,30-39,Non-ACF,42033,,1,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,30-39,Non-ACF,42033,a) HIV-negative,14,0.166,35055.522,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,30-39,Non-ACF,42033,b) HIV-positive,27,0.166,6977.478,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,30-39,Non-ACF,42242,a) HIV-negative,10,0.166,35229.828,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,30-39,Non-ACF,42242,b) HIV-positive,21,0.166,7012.172,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,30-39,Non-ACF,42451,,1,0.166,,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,30-39,Non-ACF,42451,a) HIV-negative,10,0.166,35404.134,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,30-39,Non-ACF,42451,b) HIV-positive,23,0.166,7046.866,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,30-39,Non-ACF,42661,a) HIV-negative,15,0.166,35579.274,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,30-39,Non-ACF,42661,b) HIV-positive,27,0.166,7081.726,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,30-39,Non-ACF,42870,a) HIV-negative,14,0.166,35753.58,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,30-39,Non-ACF,42870,b) HIV-positive,20,0.166,7116.42,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,30-39,Non-ACF,43080,a) HIV-negative,14,0.166,35928.72,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,30-39,Non-ACF,43080,b) HIV-positive,13,0.166,7151.28,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,30-39,Non-ACF,43289,a) HIV-negative,12,0.166,36103.026,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,30-39,Non-ACF,43289,b) HIV-positive,15,0.166,7185.974,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,30-39,Non-ACF,43494,a) HIV-negative,14,0.166,36273.996,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,30-39,Non-ACF,43494,b) HIV-positive,22,0.166,7220.004,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,30-39,Non-ACF,43700,a) HIV-negative,8,0.166,36445.8,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,30-39,Non-ACF,43700,b) HIV-positive,20,0.166,7254.2,cpost-ACF,Non-ACF.cpost-ACF
2009,1,females,40-49,Non-ACF,11963,,2,0.32,,apre-ACF,Non-ACF.apre-ACF
2009,1,females,40-49,Non-ACF,11963,b) HIV-positive,3,0.32,3828.16,apre-ACF,Non-ACF.apre-ACF
2009,2,females,40-49,Non-ACF,12152,b) HIV-positive,4,0.32,3888.64,apre-ACF,Non-ACF.apre-ACF
2009,3,females,40-49,Non-ACF,12341,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2009,3,females,40-49,Non-ACF,12341,b) HIV-positive,4,0.32,3949.12,apre-ACF,Non-ACF.apre-ACF
2009,4,females,40-49,Non-ACF,12531,a) HIV-negative,3,0.32,8521.08,apre-ACF,Non-ACF.apre-ACF
2009,4,females,40-49,Non-ACF,12531,b) HIV-positive,2,0.32,4009.92,apre-ACF,Non-ACF.apre-ACF
2010,1,females,40-49,Non-ACF,12721,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2010,1,females,40-49,Non-ACF,12721,a) HIV-negative,5,0.32,8650.28,apre-ACF,Non-ACF.apre-ACF
2010,1,females,40-49,Non-ACF,12721,b) HIV-positive,3,0.32,4070.72,apre-ACF,Non-ACF.apre-ACF
2010,2,females,40-49,Non-ACF,12910,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2010,2,females,40-49,Non-ACF,12910,b) HIV-positive,4,0.32,4131.2,apre-ACF,Non-ACF.apre-ACF
2010,3,females,40-49,Non-ACF,13099,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2010,3,females,40-49,Non-ACF,13099,b) HIV-positive,2,0.32,4191.68,apre-ACF,Non-ACF.apre-ACF
2010,4,females,40-49,Non-ACF,13288,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2010,4,females,40-49,Non-ACF,13288,a) HIV-negative,1,0.32,9035.84,apre-ACF,Non-ACF.apre-ACF
2010,4,females,40-49,Non-ACF,13288,b) HIV-positive,7,0.32,4252.16,apre-ACF,Non-ACF.apre-ACF
2011,1,females,40-49,Non-ACF,13478,,1,0.32,,apre-ACF,Non-ACF.apre-ACF
2011,1,females,40-49,Non-ACF,13478,b) HIV-positive,1,0.32,4312.96,apre-ACF,Non-ACF.apre-ACF
2011,2,females,40-49,Non-ACF,13667,a) HIV-negative,3,0.32,9293.56,bACF,Non-ACF.bACF
2011,2,females,40-49,Non-ACF,13667,b) HIV-positive,4,0.32,4373.44,bACF,Non-ACF.bACF
2011,3,females,40-49,Non-ACF,13856,b) HIV-positive,5,0.32,4433.92,bACF,Non-ACF.bACF
2011,4,females,40-49,Non-ACF,14045,,2,0.32,,bACF,Non-ACF.bACF
2011,4,females,40-49,Non-ACF,14045,a) HIV-negative,1,0.32,9550.6,bACF,Non-ACF.bACF
2011,4,females,40-49,Non-ACF,14045,b) HIV-positive,3,0.32,4494.4,bACF,Non-ACF.bACF
2012,1,females,40-49,Non-ACF,14235,a) HIV-negative,1,0.32,9679.8,bACF,Non-ACF.bACF
2012,1,females,40-49,Non-ACF,14235,b) HIV-positive,5,0.32,4555.2,bACF,Non-ACF.bACF
2012,2,females,40-49,Non-ACF,14424,,1,0.32,,bACF,Non-ACF.bACF
2012,2,females,40-49,Non-ACF,14424,b) HIV-positive,5,0.32,4615.68,bACF,Non-ACF.bACF
2012,3,females,40-49,Non-ACF,14613,,2,0.32,,bACF,Non-ACF.bACF
2012,3,females,40-49,Non-ACF,14613,b) HIV-positive,9,0.32,4676.16,bACF,Non-ACF.bACF
2012,4,females,40-49,Non-ACF,14802,,1,0.32,,bACF,Non-ACF.bACF
2012,4,females,40-49,Non-ACF,14802,a) HIV-negative,1,0.32,10065.36,bACF,Non-ACF.bACF
2012,4,females,40-49,Non-ACF,14802,b) HIV-positive,5,0.32,4736.64,bACF,Non-ACF.bACF
2013,1,females,40-49,Non-ACF,14992,,1,0.32,,bACF,Non-ACF.bACF
2013,1,females,40-49,Non-ACF,14992,a) HIV-negative,2,0.32,10194.56,bACF,Non-ACF.bACF
2013,1,females,40-49,Non-ACF,14992,b) HIV-positive,11,0.32,4797.44,bACF,Non-ACF.bACF
2013,2,females,40-49,Non-ACF,15181,a) HIV-negative,1,0.32,10323.08,bACF,Non-ACF.bACF
2013,2,females,40-49,Non-ACF,15181,b) HIV-positive,3,0.32,4857.92,bACF,Non-ACF.bACF
2013,3,females,40-49,Non-ACF,15371,b) HIV-positive,6,0.32,4918.72,bACF,Non-ACF.bACF
2013,4,females,40-49,Non-ACF,15560,,1,0.32,,bACF,Non-ACF.bACF
2013,4,females,40-49,Non-ACF,15560,b) HIV-positive,6,0.32,4979.2,bACF,Non-ACF.bACF
2014,1,females,40-49,Non-ACF,15749,b) HIV-positive,8,0.32,5039.68,bACF,Non-ACF.bACF
2014,2,females,40-49,Non-ACF,15938,a) HIV-negative,1,0.32,10837.84,bACF,Non-ACF.bACF
2014,2,females,40-49,Non-ACF,15938,b) HIV-positive,4,0.32,5100.16,bACF,Non-ACF.bACF
2014,3,females,40-49,Non-ACF,16128,,2,0.32,,bACF,Non-ACF.bACF
2014,3,females,40-49,Non-ACF,16128,a) HIV-negative,4,0.32,10967.04,bACF,Non-ACF.bACF
2014,3,females,40-49,Non-ACF,16128,b) HIV-positive,6,0.32,5160.96,bACF,Non-ACF.bACF
2014,4,females,40-49,Non-ACF,16317,a) HIV-negative,1,0.32,11095.56,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,40-49,Non-ACF,16317,b) HIV-positive,9,0.32,5221.44,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,40-49,Non-ACF,16506,b) HIV-positive,4,0.32,5281.92,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,40-49,Non-ACF,16695,a) HIV-negative,2,0.32,11352.6,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,40-49,Non-ACF,16695,b) HIV-positive,6,0.32,5342.4,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,40-49,Non-ACF,16885,a) HIV-negative,1,0.32,11481.8,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,40-49,Non-ACF,16885,b) HIV-positive,12,0.32,5403.2,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,40-49,Non-ACF,17074,,1,0.32,,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,40-49,Non-ACF,17074,a) HIV-negative,1,0.32,11610.32,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,40-49,Non-ACF,17074,b) HIV-positive,2,0.32,5463.68,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,40-49,Non-ACF,17263,b) HIV-positive,5,0.32,5524.16,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,40-49,Non-ACF,17452,b) HIV-positive,6,0.32,5584.64,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,40-49,Non-ACF,17642,a) HIV-negative,3,0.32,11996.56,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,40-49,Non-ACF,17642,b) HIV-positive,8,0.32,5645.44,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,40-49,Non-ACF,17832,b) HIV-positive,4,0.32,5706.24,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,40-49,Non-ACF,18021,b) HIV-positive,2,0.32,5766.72,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,40-49,Non-ACF,18210,a) HIV-negative,1,0.32,12382.8,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,40-49,Non-ACF,18210,b) HIV-positive,6,0.32,5827.2,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,40-49,Non-ACF,18399,a) HIV-negative,1,0.32,12511.32,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,40-49,Non-ACF,18399,b) HIV-positive,5,0.32,5887.68,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,40-49,Non-ACF,18588,a) HIV-negative,3,0.32,12639.84,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,40-49,Non-ACF,18588,b) HIV-positive,3,0.32,5948.16,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,40-49,Non-ACF,18778,a) HIV-negative,2,0.32,12769.04,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,40-49,Non-ACF,18778,b) HIV-positive,2,0.32,6008.96,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,40-49,Non-ACF,18967,a) HIV-negative,3,0.32,12897.56,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,40-49,Non-ACF,18967,b) HIV-positive,4,0.32,6069.44,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,40-49,Non-ACF,19151,a) HIV-negative,1,0.32,13022.68,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,40-49,Non-ACF,19151,b) HIV-positive,8,0.32,6128.32,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,40-49,Non-ACF,19338,b) HIV-positive,2,0.32,6188.16,cpost-ACF,Non-ACF.cpost-ACF
2009,1,males,40-49,Non-ACF,15822,,3,0.22,,apre-ACF,Non-ACF.apre-ACF
2009,1,males,40-49,Non-ACF,15822,a) HIV-negative,1,0.22,12341.16,apre-ACF,Non-ACF.apre-ACF
2009,1,males,40-49,Non-ACF,15822,b) HIV-positive,6,0.22,3480.84,apre-ACF,Non-ACF.apre-ACF
2009,2,males,40-49,Non-ACF,16127,,6,0.22,,apre-ACF,Non-ACF.apre-ACF
2009,2,males,40-49,Non-ACF,16127,a) HIV-negative,3,0.22,12579.06,apre-ACF,Non-ACF.apre-ACF
2009,2,males,40-49,Non-ACF,16127,b) HIV-positive,12,0.22,3547.94,apre-ACF,Non-ACF.apre-ACF
2009,3,males,40-49,Non-ACF,16433,,4,0.22,,apre-ACF,Non-ACF.apre-ACF
2009,3,males,40-49,Non-ACF,16433,a) HIV-negative,3,0.22,12817.74,apre-ACF,Non-ACF.apre-ACF
2009,3,males,40-49,Non-ACF,16433,b) HIV-positive,12,0.22,3615.26,apre-ACF,Non-ACF.apre-ACF
2009,4,males,40-49,Non-ACF,16738,a) HIV-negative,7,0.22,13055.64,apre-ACF,Non-ACF.apre-ACF
2009,4,males,40-49,Non-ACF,16738,b) HIV-positive,14,0.22,3682.36,apre-ACF,Non-ACF.apre-ACF
2010,1,males,40-49,Non-ACF,17043,,8,0.22,,apre-ACF,Non-ACF.apre-ACF
2010,1,males,40-49,Non-ACF,17043,a) HIV-negative,3,0.22,13293.54,apre-ACF,Non-ACF.apre-ACF
2010,1,males,40-49,Non-ACF,17043,b) HIV-positive,12,0.22,3749.46,apre-ACF,Non-ACF.apre-ACF
2010,2,males,40-49,Non-ACF,17349,,6,0.22,,apre-ACF,Non-ACF.apre-ACF
2010,2,males,40-49,Non-ACF,17349,a) HIV-negative,4,0.22,13532.22,apre-ACF,Non-ACF.apre-ACF
2010,2,males,40-49,Non-ACF,17349,b) HIV-positive,3,0.22,3816.78,apre-ACF,Non-ACF.apre-ACF
2010,3,males,40-49,Non-ACF,17654,,3,0.22,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,40-49,Non-ACF,17654,a) HIV-negative,4,0.22,13770.12,apre-ACF,Non-ACF.apre-ACF
2010,3,males,40-49,Non-ACF,17654,b) HIV-positive,15,0.22,3883.88,apre-ACF,Non-ACF.apre-ACF
2010,4,males,40-49,Non-ACF,17960,,1,0.22,,apre-ACF,Non-ACF.apre-ACF
2010,4,males,40-49,Non-ACF,17960,a) HIV-negative,2,0.22,14008.8,apre-ACF,Non-ACF.apre-ACF
2010,4,males,40-49,Non-ACF,17960,b) HIV-positive,8,0.22,3951.2,apre-ACF,Non-ACF.apre-ACF
2011,1,males,40-49,Non-ACF,18264,,2,0.22,,apre-ACF,Non-ACF.apre-ACF
2011,1,males,40-49,Non-ACF,18264,b) HIV-positive,6,0.22,4018.08,apre-ACF,Non-ACF.apre-ACF
2011,2,males,40-49,Non-ACF,18571,,2,0.22,,bACF,Non-ACF.bACF
2011,2,males,40-49,Non-ACF,18571,a) HIV-negative,2,0.22,14485.38,bACF,Non-ACF.bACF
2011,2,males,40-49,Non-ACF,18571,b) HIV-positive,20,0.22,4085.62,bACF,Non-ACF.bACF
2011,3,males,40-49,Non-ACF,18875,,2,0.22,,bACF,Non-ACF.bACF
2011,3,males,40-49,Non-ACF,18875,a) HIV-negative,4,0.22,14722.5,bACF,Non-ACF.bACF
2011,3,males,40-49,Non-ACF,18875,b) HIV-positive,14,0.22,4152.5,bACF,Non-ACF.bACF
2011,4,males,40-49,Non-ACF,19181,,1,0.22,,bACF,Non-ACF.bACF
2011,4,males,40-49,Non-ACF,19181,a) HIV-negative,3,0.22,14961.18,bACF,Non-ACF.bACF
2011,4,males,40-49,Non-ACF,19181,b) HIV-positive,12,0.22,4219.82,bACF,Non-ACF.bACF
2012,1,males,40-49,Non-ACF,19486,a) HIV-negative,3,0.22,15199.08,bACF,Non-ACF.bACF
2012,1,males,40-49,Non-ACF,19486,b) HIV-positive,9,0.22,4286.92,bACF,Non-ACF.bACF
2012,2,males,40-49,Non-ACF,19792,,1,0.22,,bACF,Non-ACF.bACF
2012,2,males,40-49,Non-ACF,19792,a) HIV-negative,2,0.22,15437.76,bACF,Non-ACF.bACF
2012,2,males,40-49,Non-ACF,19792,b) HIV-positive,8,0.22,4354.24,bACF,Non-ACF.bACF
2012,3,males,40-49,Non-ACF,20096,,1,0.22,,bACF,Non-ACF.bACF
2012,3,males,40-49,Non-ACF,20096,a) HIV-negative,5,0.22,15674.88,bACF,Non-ACF.bACF
2012,3,males,40-49,Non-ACF,20096,b) HIV-positive,11,0.22,4421.12,bACF,Non-ACF.bACF
2012,4,males,40-49,Non-ACF,20402,,2,0.22,,bACF,Non-ACF.bACF
2012,4,males,40-49,Non-ACF,20402,a) HIV-negative,4,0.22,15913.56,bACF,Non-ACF.bACF
2012,4,males,40-49,Non-ACF,20402,b) HIV-positive,13,0.22,4488.44,bACF,Non-ACF.bACF
2013,1,males,40-49,Non-ACF,20707,,3,0.22,,bACF,Non-ACF.bACF
2013,1,males,40-49,Non-ACF,20707,a) HIV-negative,1,0.22,16151.46,bACF,Non-ACF.bACF
2013,1,males,40-49,Non-ACF,20707,b) HIV-positive,12,0.22,4555.54,bACF,Non-ACF.bACF
2013,2,males,40-49,Non-ACF,21013,,1,0.22,,bACF,Non-ACF.bACF
2013,2,males,40-49,Non-ACF,21013,a) HIV-negative,2,0.22,16390.14,bACF,Non-ACF.bACF
2013,2,males,40-49,Non-ACF,21013,b) HIV-positive,9,0.22,4622.86,bACF,Non-ACF.bACF
2013,3,males,40-49,Non-ACF,21318,,4,0.22,,bACF,Non-ACF.bACF
2013,3,males,40-49,Non-ACF,21318,a) HIV-negative,4,0.22,16628.04,bACF,Non-ACF.bACF
2013,3,males,40-49,Non-ACF,21318,b) HIV-positive,18,0.22,4689.96,bACF,Non-ACF.bACF
2013,4,males,40-49,Non-ACF,21623,a) HIV-negative,1,0.22,16865.94,bACF,Non-ACF.bACF
2013,4,males,40-49,Non-ACF,21623,b) HIV-positive,8,0.22,4757.06,bACF,Non-ACF.bACF
